"site_no","gage_lid","feature_id","action_stage","flood_stage","moderate_stage","major_stage","url","action_cfs","flood_cfs","moderate_cfs","major_cfs","action_cms","flood_cms","moderate_cms","major_cms"
14202000,"AURO3",23800594,21.0,22.0,26.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=auro3",6089.93,6915.57,13867.41,29851.72,170.51804,193.63595999999998,388.28748,835.84816
3193000,"KANW2",6925383,25.0,27.0,30.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=kanw2",177248.88,198312.53,231266.25,289594.58,4962.96864,5552.75084,6475.455,8108.64824
3214500,"KRMW2",434540,36.0,38.0,45.0,49.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=krmw2",28247.68,33349.5,58487.35,77409.68,790.9350400000001,933.7860000000001,1637.6458,2167.47104
1428500,"BRYN6",2615318,15.0,17.0,22.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=bryn6",50863.16,63164.51,97013.23,126888.31,1424.16848,1768.6062800000002,2716.37044,3552.87268
1613000,"HNKM2",5893338,24.0,30.0,33.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=hnkm2",70114.03,103698.69,124417.29,139190.39,1963.19284,2903.56332,3483.68412,3897.3309200000003
3437480,"HLHK2",11879856,13.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=hlhk2",1758.31,2593.94,3734.57,5414.46,49.23268,72.63032,104.56796000000001,151.60488
6866500,"MTRK1",18884376,18.0,20.0,24.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=mtrk1",3942.4,4582.65,"","",110.3872,128.3142,"",""
2489500,"BXAL1",15708443,16.0,18.0,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=bxal1",11955.13,16568.39,41189.58,129281.39,334.74363999999997,463.91492,1153.30824,3619.87892
8189500,"REFT2",5289461,20.0,23.0,26.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=reft2",3602.07,4940.16,7109.08,16040.84,100.85796,138.32448,199.05424,449.14352
6906800,"OTTM7",5995392,10.0,15.0,18.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=ottm7",4290.51,8773.81,12567.25,44000.0,120.13428,245.66667999999999,351.883,1232.0
2102500,"LLLN7",8846907,13.0,14.0,19.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=llln7",26820.44,30393.07,51195.95,101929.76,750.97232,851.00596,1433.4866,2854.03328
4235000,"CPNN6",21982175,6.0,7.0,8.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=cpnn6",1008.63,1700.0,"","",28.24164,47.6,"",""
3025500,"FRKP1",10222194,13.0,17.0,19.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=frkp1",57064.71,92572.76,112906.99,135278.42,1597.81188,2592.03728,3161.3957200000004,3787.7957600000004
7187000,"JOPM7",7590701,12.0,14.0,15.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=jopm7",9178.79,12332.45,14172.31,16863.68,257.00612,345.3086,396.82468,472.18304
14308000,"TILO3",23901573,16.0,18.0,21.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=tilo3",23740.41,30140.24,41191.87,58648.43,664.73148,843.92672,1153.37236,1642.15604
1097000,"MAYM3",6772217,4.5,5.0,6.0,7.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=maym3",888.28,1130.27,1716.77,2446.16,24.87184,31.64756,48.06956,68.49248
1189995,"TARC3",6109139,8.0,9.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=tarc3",9000.0,12542.27,16877.5,22074.45,252.0,351.18356,472.57,618.0846
8070000,"CLDT2",1520007,13.0,19.0,22.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=cldt2",1924.56,13635.38,32328.98,42640.51,53.88768,381.79064,905.21144,1193.9342800000002
3324000,"LRHI3",18508532,12.0,15.0,16.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=lrhi3",2491.59,3528.82,3904.25,6921.91,69.76452,98.80696,109.319,193.81348
5124000,"WSTN8",939010254,1413.0,1414.0,1418.0,1420.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=wstn8","","","","","","","",""
2035000,"CARV2",8575903,15.0,20.0,23.0,26.4," https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=carv2",44844.63,70527.07,90711.9,123886.06,1255.6496399999999,1974.7579600000001,2539.9332,3468.80968
7154500,"KENO2",21126643,11.0,20.0,23.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=keno2",761.36,13484.22,"","",21.318080000000002,377.55816,"",""
7141300,"GTBK1",22080869,10.0,12.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=gtbk1",4841.66,7766.6,16536.74,"",135.56648,217.46480000000003,463.0287200000001,""
7030500,"ROST1",14207658,11.0,13.0,14.0,15.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=rost1",4871.85,12745.07,19701.34,"",136.4118,356.86196,551.63752,""
4209000,"WBYO1",28123621,8.0,11.0,13.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=wbyo1",5100.0,9000.0,12200.0,19420.51,142.8,252.0,341.6,543.77428
3031500,"PARP1",4745955,13.9,20.0,23.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=parp1",76188.5,127017.51,154126.38,"",2133.2780000000002,3556.49028,4315.538640000001,""
1096500,"DNSM3",6075425,7.0,8.0,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=dnsm3",3443.93,4288.38,7589.33,10196.6,96.43003999999999,120.07464,212.50124,285.5048
8140700,"CUTT2",5735207,16.0,33.0,37.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=cutt2",4448.25,"","","",124.551,"","",""
6891500,"LAWK1",3733307,18.0,23.0,25.0,45.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=lawk1",3105.62,4531.88,5264.76,"",86.95736,126.89264,147.41328000000001,""
5338500,"PNCM5",2639244,8.0,9.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dlh&gage=pncm5",7650.92,10319.14,13371.91,"",214.22576,288.93592,374.41348,""
6888500,"PXCK1",3643688,16.0,21.0,31.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=pxck1",6193.22,8639.21,34345.68,"",173.41016000000002,241.89788,961.67904,""
8405150,"DACN5",22457719,9.0,15.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=dacn5",1825.85,9594.91,16861.66,"",51.123799999999996,268.65748,472.12648,""
5440000,"PRYI2",19289305,11.5,12.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=pryi2",6056.59,6667.11,15267.5,22108.74,169.58452,186.67908,427.49,619.0447200000001
9510200,"SYCA3",20440676,13.5,17.0,19.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=syca3",10387.83,15231.27,18272.15,21497.58,290.85924,426.47556000000003,511.62020000000007,601.9322400000001
7196500,"TALO2",401664,9.0,11.0,14.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=talo2",4879.72,8924.0,17078.92,31705.44,136.63216,249.872,478.20975999999996,887.7523199999999
8319000,"SFPN5",17836174,8.0,8.5,9.5,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=sfpn5",7497.74,10320.86,17789.71,"",209.93672,288.98408,498.11188,""
5430500,"AFTW3",13297290,8.0,9.0,11.1,12.2," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=aftw3",5477.7,6928.47,10510.56,12711.6,153.3756,193.99716,294.29568,355.9248
2489000,"CLMM6",15702833,16.0,17.0,23.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=clmm6",30546.62,34008.89,64785.21,97339.32,855.30536,952.24892,1813.98588,2725.5009600000003
2339500,"WTPG1",3298592,14.0,17.0,19.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wtpg1",33911.21,46209.74,55024.15,64292.37,949.51388,1293.87272,1540.6762,1800.1863600000001
5572000,"MNTI2",13571751,11.0,13.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=mnti2",1085.66,2246.85,8963.87,"",30.398480000000003,62.9118,250.98836000000003,""
2350900,"DSNG1",6460293,10.0,13.0,16.0,20.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=dsng1",1540.51,2780.0,5278.46,11015.59,43.134280000000004,77.84,147.79688000000002,308.43652000000003
2319800,"DOUF1",2230489,43.0,47.0,52.0,58.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=douf1",22011.06,27625.42,42967.2,71393.47,616.3096800000001,773.51176,1203.0816,1999.01716
6805500,"LOUN1",17416036,8.0,9.0,11.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=loun1",46209.19,61124.59,99184.71,122670.25,1293.85732,1711.4885199999999,2777.1718800000003,3434.7670000000003
7375960,"MONL1",20089890,12.0,13.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=monl1",3636.9,4962.6,18262.85,"",101.8332,138.95280000000002,511.35979999999995,""
3349000,"NBLI3",18475545,10.0,14.0,19.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nbli3",4720.36,8516.48,16053.64,22940.2,132.17007999999998,238.46143999999998,449.50192,642.3256
9038500,"WFRC2",1232803,6.0,7.0,8.5,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=wfrc2",1300.59,"","","",36.41652,"","",""
9504000,"VDCA3",20452548,10.0,14.0,18.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=vdca3",7852.54,16063.81,27116.12,45541.6,219.87112,449.78668,759.25136,1275.1648
6837000,"MKRN1",19095367,8.0,9.0,11.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gld&gage=mkrn1",826.44,1900.39,"","",23.140320000000003,53.21092,"",""
6164510,"SACM8",12306001,18.0,20.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=sacm8",7434.1,8710.16,10277.94,12533.65,208.15480000000002,243.88448,287.78232,350.9422
1632000,"COOV2",8441037,10.0,15.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=coov2",6569.88,16632.41,24857.57,34718.74,183.95664,465.70748000000003,696.01196,972.1247199999999
6848500,"WDRK1",8367534,19.0,21.0,24.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=wdrk1",2359.57,2992.76,"","",66.06796,83.79728000000001,"",""
6437000,"SBFS2",5454116,13.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=sbfs2",12945.0,18020.48,23977.06,30780.69,362.46,504.57344,671.3576800000001,861.85932
9400350,"LCWA3",21745087,17.0,19.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=lcwa3",9319.49,14850.96,26109.4,39520.8,260.94572,415.82687999999996,731.0632,1106.5824
5508000,"NLDM7",4867473,17.0,19.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=nldm7",19083.85,23288.42,42612.59,52947.79,534.3478,652.07576,1193.1525199999999,1482.5381200000002
6815000,"FLLN1",19153077,25.0,27.0,30.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=flln1",28692.99,34398.47,45145.36,"",803.40372,963.1571600000001,1264.07008,""
1477000,"CHSP1",4495846,7.0,8.0,10.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=chsp1",1885.68,2413.09,3526.88,5927.47,52.799040000000005,67.56652000000001,98.75264,165.96916000000002
1334000,"BNTV1",22289963,6.0,7.0,9.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=bntv1",2390.43,3150.0,5017.61,7195.59,66.93204,88.2,140.49308,201.47652000000002
6423500,"WASS2",14555097,11.0,14.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=wass2",15946.96,24834.52,"","",446.51488,695.36656,"",""
8206600,"TIDT2",10664196,12.0,22.0,26.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=tidt2",843.9,4358.42,10723.83,13524.48,23.6292,122.03576000000001,300.26724,378.68543999999997
5497150,"EWNM7",5017066,9.0,11.0,14.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=ewnm7",2276.81,3581.37,5966.46,9876.57,63.75068,100.27835999999999,167.06088,276.54395999999997
5451500,"MIWI4",17539323,14.0,19.0,23.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=miwi4",3877.0,11346.83,"","",108.556,317.71124000000003,"",""
6887000,"MNTK1",2279137,15.0,19.0,27.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=mntk1",17756.38,25893.23,45646.94,54167.83,497.17864000000003,725.01044,1278.1143200000001,1516.6992400000001
3588500,"IRCT1",19577851,10.0,14.0,19.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=irct1",6893.64,13250.51,26926.65,40438.38,193.02192000000002,371.01428000000004,753.9462000000001,1132.2746399999999
4292000,"JONV1",4586326,10.0,13.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=jonv1",4750.0,7800.0,9100.0,12200.0,133.0,218.4,254.8,341.6
8044500,"BOYT2",1305941,14.0,16.0,20.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=boyt2",1307.43,2014.14,12849.19,40074.72,36.60804,56.395920000000004,359.77732000000003,1122.0921600000001
7152500,"RLSO2",20969328,16.0,16.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=rlso2",79400.0,79400.0,106000.0,159000.0,2223.2000000000003,2223.2000000000003,2968.0,4452.0
7147070,"TOWK1",20078342,20.0,22.0,25.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=towk1",6394.89,7668.61,11750.27,30799.06,179.05692000000002,214.72108,329.00756,862.37368
14377100,"KRBO3",23945111,10.0,35.0,37.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=krbo3",3943.42,49337.67,54740.0,63342.09,110.41576,1381.45476,1532.72,1773.57852
6847000,"BEVN1",8163040,10.0,11.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=bevn1",590.0,809.24,2188.59,6740.6,16.52,22.658720000000002,61.28052,188.73680000000002
1559000,"HUJP1",4684346,9.0,12.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=hujp1",12200.0,21045.43,24492.28,32210.75,341.6,589.2720400000001,685.7838399999999,901.9010000000001
208111310,"WNDN7",10449386,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=wndn7","","","","","","","",""
8150800,"MBCT2",5770545,9.0,12.0,15.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=mbct2",9754.57,18672.93,29253.1,48471.09,273.12796,522.84204,819.0867999999999,1357.1905199999999
7325000,"CLIO2",679877,16.0,18.0,20.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=clio2",1700.0,2090.0,2620.0,5730.0,47.6,58.52,73.36,160.44
7207000,"CMMN5",20059116,5.0,5.0,10.0,12.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=cmmn5",1017.7,1017.7,"","",28.495600000000003,28.495600000000003,"",""
12424000,"HAGW1",23017906,10.0,11.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=hagw1",8787.12,10470.61,14827.92,"",246.03936000000002,293.17708000000005,415.18176,""
7143665,"ALMK1",21176042,20.0,22.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=almk1",4414.29,5300.03,7897.81,22963.52,123.60012,148.40084,221.13868000000002,642.97856
5472500,"SIGI4",6996297,14.5,16.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=sigi4",3382.69,4169.91,5364.01,8901.05,94.71532,116.75748,150.19228,249.2294
7066000,"EMCM7",7518797,6.4,12.0,15.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=emcm7",3526.42,13303.67,20696.09,36255.63,98.73976,372.50276,579.4905200000001,1015.1576399999999
5578000,"PETI2",14818845,18.0,23.0,24.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=peti2",12249.08,20088.97,21979.66,"",342.97424,562.49116,615.43048,""
5474000,"AGSI4",7006146,14.0,15.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=agsi4",20110.05,22197.65,26519.98,33352.98,563.0814,621.5342,742.55944,933.8834400000001
1438500,"MTGN4",4151628,23.0,25.0,28.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=mtgn4",110499.8,130588.08,163328.22,224270.31,3093.9944,3656.46624,4573.19016,6279.56868
1512500,"CNON6",9423965,8.0,10.0,12.6,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=cnon6",12729.62,20713.04,34396.03,43149.52,356.42936000000003,579.9651200000001,963.08884,1208.1865599999999
1010500,"DICM1",4288603,23.0,25.0,30.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=dicm1","","","","","","","",""
8354900,"SNAN5",17811742,21.0,23.0,25.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=snan5","","","","","","","",""
8083100,"ROYT2",5488917,10.0,22.0,24.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=royt2",368.49,8168.32,"","",10.317720000000001,228.71296,"",""
8402000,"CSBN5",22455677,18.0,20.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=csbn5",37746.36,54949.18,"","",1056.89808,1538.5770400000001,"",""
1105000,"NRWM3",5867537,8.0,9.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=nrwm3",378.43,602.7,854.17,1130.0,10.59604,16.875600000000002,23.91676,31.64
2479000,"MRRM6",18121032,12.5,22.0,25.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=mrrm6",14736.51,40514.24,70467.36,216623.05,412.62228,1134.39872,1973.08608,6065.4454
3216500,"GYNK2",1936654,19.0,21.0,25.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=gynk2",5162.89,6331.44,9197.86,12000.0,144.56092,177.28032,257.54008000000005,336.0
3262500,"PIQO1",3990680,11.5,14.0,19.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=piqo1",14421.08,20408.8,35000.0,"",403.79024,571.4464,980.0,""
6359500,"FTHS2",11252528,14.0,16.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=fths2",8700.0,11850.0,15600.0,22559.05,243.6,331.8,436.8,631.6534
4086500,"CDRW3",12162520,9.0,10.0,11.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=cdrw3",1135.2,1658.18,2284.36,3014.99,31.785600000000002,46.42904,63.96208000000001,84.41972
8067000,"LBYT2",1513385,21.0,26.0,27.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=lbyt2",18838.87,30370.81,33952.51,49850.0,527.48836,850.38268,950.67028,1395.8
8162000,"WHAT2",3764246,20.0,39.0,41.0,43.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=what2",9851.62,40583.43,44880.12,49628.31,275.84536,1136.3360400000001,1256.64336,1389.59268
3284500,"CPNK2",1827842,28.0,30.0,36.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=cpnk2",59648.86,66222.6,84791.3,97670.75,1670.1680800000001,1854.2328000000002,2374.1564000000003,2734.781
1129500,"NSTN3",4593223,11.0,13.0,16.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=nstn3",16032.51,21649.79,30850.0,"",448.91028,606.19412,863.8000000000001,""
11335000,"MHBC1",20192498,7.0,12.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=mhbc1",3866.78,23339.74,58593.69,84811.7,108.26984,653.5127200000001,1640.6233200000001,2374.7276
6916600,"TPOK1",2997970,22.0,27.0,29.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=tpok1",15355.82,21553.59,24195.69,61967.6,429.96296,603.50052,677.47932,1735.0928
5122000,"BANN8",14169775,1439.0,1440.0,1441.0,1443.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=bann8","","","","","","","",""
7171000,"LEPO2",21798265,30.0,30.0,32.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=lepo2",36027.8,36027.8,39634.33,49900.0,1008.7784000000001,1008.7784000000001,1109.76124,1397.2
12472800,"PRDW1",947020558,31.0,32.0,33.0,34.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=prdw1",380876.57,404000.0,428105.24,453000.0,10664.54396,11312.0,11986.94672,12684.0
5270500,"STCM5",4980096,5.0,6.0,7.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=stcm5",1583.66,2409.96,3385.69,5446.0,44.34248,67.47888,94.79932000000001,152.488
2062500,"BROV2",8648984,20.0,23.0,27.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=brov2",20513.69,25618.01,33523.45,40999.79,574.38332,717.30428,938.6565999999999,1147.99412
2349605,"MNTG1",6444276,11.0,20.0,28.0,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mntg1",9390.0,35329.03,102040.57,142867.85,262.92,989.21284,2857.13596,4000.2998000000002
3323000,"BLFI3",18508556,7.0,10.0,14.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=blfi3",2083.19,3583.05,6928.28,15453.0,58.32932,100.3254,193.99184,432.684
7215500,"LCVN5",20044778,11.0,11.0,13.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=lcvn5",559.32,559.32,759.69,880.47,15.660960000000001,15.660960000000001,21.271320000000003,24.65316
5442300,"DXRI2",10607604,13.0,16.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=dxri2",19100.84,31409.4,41784.92,"",534.82352,879.4632,1169.97776,""
1531000,"CMGN6",8118503,12.0,16.0,20.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=cmgn6",26556.99,49197.05,80429.12,123054.89,743.59572,1377.5174000000002,2252.01536,3445.53692
7311000,"WLTO2",674726,15.0,21.0,22.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=wlto2",1943.71,3467.25,3736.62,5010.85,54.423880000000004,97.083,104.62536,140.30380000000002
4223000,"PRTN6",15549241,17.0,19.0,25.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=prtn6",19144.09,25013.54,43302.77,56334.13,536.03452,700.3791200000001,1212.47756,1577.35564
2479130,"BKNM6",18105054,15.0,20.0,25.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=bknm6",5397.33,9373.21,18863.77,37382.92,151.12524,262.44988,528.18556,1046.72176
7337000,"INGA4",9544237,19.5,25.0,26.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=inga4",89332.89,145763.5,160062.6,192411.29,2501.32092,4081.378,4481.7528,5387.51612
8028000,"RPIL1",8330660,17.0,17.0,21.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=rpil1",3575.38,3575.38,6744.2,16315.26,100.11064,100.11064,188.8376,456.82728000000003
3456991,"CTPN7",22150285,8.0,10.0,15.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=ctpn7",6733.82,10354.84,22470.06,35003.76,188.54695999999998,289.93552,629.16168,980.1052800000001
2363000,"ARTA1",2210130,8.0,14.0,17.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=arta1",2743.26,5379.82,7928.08,47696.36,76.81128000000001,150.63496,221.98624,1335.49808
5570000,"SEVI2",13586224,19.0,22.0,25.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=sevi2",7772.18,10510.74,14786.66,25377.59,217.62104000000002,294.30072,414.02648,710.57252
1197500,"GTBM3",7710210,7.0,9.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=gtbm3",3650.0,5830.0,7400.0,"",102.2,163.24,207.20000000000002,""
1664000,"RENV2",8465429,12.0,15.0,20.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=renv2",6299.27,10630.0,22635.87,40000.0,176.37956000000003,297.64,633.80436,1120.0
7335500,"ARCT2",8348933,25.0,27.0,30.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=arct2",73639.8,85820.77,111424.57,147897.27,2061.9144,2402.98156,3119.8879600000005,4141.12356
2366500,"BRUF1",2244465,11.0,14.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=bruf1",8995.11,18833.27,38901.88,71800.04,251.86308000000002,527.33156,1089.25264,2010.4011199999998
8151500,"LLAT2",5771725,10.0,10.0,12.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=llat2",14972.95,14972.95,23419.24,95737.65,419.24260000000004,419.24260000000004,655.7387200000001,2680.6542
9520500,"GIDA3",20380357,20.0,24.0,26.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=gida3",779.42,2212.24,3268.87,6144.74,21.82376,61.942719999999994,91.52835999999999,172.05272
6331000,"LMCN8",14586327,8.0,10.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=lmcn8",896.9,2184.55,5600.0,"",25.1132,61.16740000000001,156.8,""
10132500,"CRDU1",10089426,2.4,2.5,2.7,3.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=crdu1",273.97,312.99,391.01,"",7.671160000000001,8.763720000000001,10.94828,""
8041500,"KOUT2",1166409,12.0,17.0,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=kout2",2499.85,6955.87,13701.48,20037.66,69.9958,194.76436,383.64144,561.05448
9472050,"SPRA3",15919531,12.4,14.5,16.5,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=spra3",9403.9,"","","",263.3092,"","",""
6185500,"CLBM8",3012079,17.0,19.0,21.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=clbm8",96463.69,128534.95,"","",2700.9833200000003,3598.9786,"",""
