"site_no","gage_lid","feature_id","action_stage","flood_stage","moderate_stage","major_stage","url","action_cfs","flood_cfs","moderate_cfs","major_cfs","action_cms","flood_cms","moderate_cms","major_cms"
8211900,"AICT2",1653465,4.0,12.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=aict2",226.82,8039.69,10445.7,16686.97,6.35096,225.11132,292.4796,467.23516000000006
7196090,"CWYO2",398442,9.0,12.0,15.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=cwyo2",6702.16,13446.47,21338.7,37324.38,187.66048,376.50115999999997,597.4836,1045.0826399999999
7032000,"MEMT1",7474830,28.0,34.0,40.0,46.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=memt1",1060412.18,1285161.44,1560370.88,2027150.08,29691.54104,35984.520319999996,43690.38464,56760.202240000006
6804000,"ITHN1",17398607,17.0,19.0,22.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=ithn1",2411.1,3557.43,15522.49,"",67.5108,99.60804,434.62972,""
8068500,"SPNT2",1508043,88.0,91.5,95.0,100.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=spnt2",5913.25,8244.16,11145.76,21671.12,165.571,230.83648,312.08128,606.7913599999999
3343010,"VCNI3",10286960,10.0,16.0,22.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=vcni3",19037.08,36518.77,63475.46,99746.95,533.0382400000001,1022.5255599999999,1777.31288,2792.9146
8109800,"DEYT2",5570253,9.0,12.0,16.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=deyt2",431.59,4054.94,"","",12.08452,113.53832,"",""
3142000,"CDIO1",15371560,10.8,15.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=cdio1",2294.54,3766.48,4950.0,5800.0,64.24712,105.46144,138.6,162.4
3347000,"MIEI3",18474927,7.0,9.0,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=miei3",1917.22,4147.66,8702.59,"",53.68216,116.13448,243.67252000000002,""
1321000,"HOPN6",22297114,6.0,7.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=hopn6",8102.42,11813.34,22077.61,28817.84,226.86776,330.77352,618.17308,806.89952
8317400,"CTDN5",17834678,6.0,6.6,7.5,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=ctdn5",7757.81,9894.65,"","",217.21868,277.0502,"",""
6478600,"VRPS2",16014062,10.0,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=vrps2",1700.06,3184.22,6055.32,"",47.60168,89.15816,169.54896,""
3490000,"GATV2",19763234,10.0,12.0,15.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=gatv2",10630.87,15355.48,23888.07,34095.05,297.66436000000004,429.95344,668.86596,954.6614000000001
1601500,"CWCM2",14363456,9.0,10.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=cwcm2",7239.62,8945.56,13077.28,18046.43,202.70936,250.47567999999998,366.16384000000005,505.30004
5405000,"BABW3",13654300,14.0,16.0,22.0,23.1," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=babw3",1778.32,2297.46,5098.18,6806.99,49.79296,64.32888,142.74904,190.59572
1391500,"LODN4",6250666,5.5,6.0,7.0,8.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=lodn4",1672.38,1902.98,2357.29,2804.92,46.826640000000005,53.28344,66.00412,78.53776
1332500,"WILM3",22290185,7.0,9.0,11.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=wilm3",1160.79,3700.0,7100.0,11200.0,32.50212,103.60000000000001,198.8,313.6
3277200,"MKLK2",3407553,49.0,51.0,62.0,74.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=mklk2",481722.69,500194.26,"","",13488.23532,14005.43928,"",""
7343500,"WOCT2",1122795,15.5,16.0,19.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=woct2",1864.93,2155.4,20667.55,"",52.21804,60.351200000000006,578.6914,""
6471500,"WESS2",11446173,13.0,14.0,16.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abr&gage=wess2",2757.0,3269.44,4410.0,6520.0,77.196,91.54432,123.48,182.56
6139500,"BSMM8",12319297,7.5,8.5,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=bsmm8",559.36,739.48,1062.12,"",15.662080000000001,20.70544,29.739359999999998,""
3461500,"NEPT1",22150583,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nept1",4154.69,7051.77,10574.23,16136.47,116.33131999999999,197.44956000000002,296.07844,451.82115999999996
6602020,"HOKI4",17235026,17.0,20.0,22.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=hoki4",2713.76,4383.52,5761.76,11252.8,75.98528,122.73856000000002,161.32928,315.0784
11109000,"SCPC1",17575785,12.8,13.1,14.0,14.2," https://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=scpc1",6218.2,6570.71,7679.4,7936.1,174.1096,183.97988,215.0232,222.2108
11520500,"SEIC1",4440518,13.0,15.0,20.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=seic1",21622.4,28810.68,54452.72,110847.26,605.4272000000001,806.69904,1524.67616,3103.7232799999997
2376500,"BRPF1",2172289,9.0,13.0,19.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=brpf1",2609.95,4736.05,15854.35,39909.35,73.0786,132.6094,443.9218,1117.4618
3275000,"ALPI3",3923211,13.0,17.0,20.0,21.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=alpi3",6936.33,13278.12,23175.82,30400.0,194.21724,371.78736000000004,648.92296,851.2
9260050,"YDLC2",3111399,12.0,13.5,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=ydlc2",17231.46,20640.16,24272.67,29448.59,482.48088,577.92448,679.6347599999999,824.56052
5484900,"DEMI4",6610140,8.0,12.0,16.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=demi4",8364.18,15186.18,23606.87,"",234.19704000000002,425.21304000000003,660.99236,""
7060500,"CLRA4",11830684,16.0,19.0,25.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=clra4",50904.37,66637.36,102085.15,135267.18,1425.3223600000001,1865.84608,2858.3842,3787.4810399999997
13317000,"WHBI1",23559953,30.0,32.0,33.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=whbi1",82129.24,97532.63,105735.28,123143.73,2299.6187200000004,2730.91364,2960.58784,3448.02444
7183500,"PPFK1",20876216,19.0,21.0,23.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=ppfk1",17525.88,20827.65,24185.43,104658.14,490.72464,583.1742,677.19204,2930.42792
3453500,"MARN7",22161966,7.5,8.0,10.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=marn7",18382.32,20680.52,31200.0,49840.0,514.70496,579.05456,873.6,1395.52
1144500,"WLBN3",9327870,20.0,22.0,26.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=wlbn3",54673.41,64181.67,84523.63,100850.68,1530.8554800000002,1797.08676,2366.6616400000003,2823.81904
3230700,"CRCO1",3483129,13.0,15.0,19.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=crco1",17318.72,22068.95,34658.06,56738.46,484.92416000000003,617.9306,970.4256799999999,1588.67688
7186000,"WCOM7",7590909,15.0,19.0,30.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=wcom7",12656.43,17743.08,77338.25,155564.75,354.38004,496.80624000000006,2165.471,4355.813
5481950,"GRMI4",6597300,11.0,14.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=grmi4",2640.08,6530.21,11720.71,15248.66,73.92224,182.84588,328.17987999999997,426.96248
3098600,"YGWO1",13153643,10.0,14.0,16.0,20.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=ygwo1",7819.76,11813.21,13914.77,18792.37,218.95328,330.76988,389.61356,526.18636
3263000,"TAYO1",3986312,18.0,22.0,30.0,60.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=tayo1",13899.36,18632.82,29149.49,"",389.18208000000004,521.71896,816.1857200000001,""
1013500,"FIHM1",724696,10.0,11.0,12.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=fihm1",11378.64,"","","",318.60192,"","",""
9365000,"FRMN5",17003788,7.0,8.5,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=frmn5",9442.24,12299.85,"","",264.38272,344.3958,"",""
8068000,"CFKT2",1468280,114.8,115.8,116.8,117.8," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=cfkt2",19000.08,21709.84,24938.18,28542.29,532.00224,607.87552,698.26904,799.18412
5422000,"DEWI4",14796105,10.0,11.0,11.5,12.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=dewi4",4746.64,6208.76,7114.38,12361.0,132.90592,173.84528,199.20264,346.108
1367500,"ROSN6",6206824,16.0,18.0,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=rosn6",8380.62,12371.83,19514.11,25000.0,234.65736000000004,346.41124,546.39508,700.0
7128500,"LAPC2",933650,8.0,9.0,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=lapc2",1202.46,1599.53,2954.03,4502.67,33.66888,44.78684,82.71284000000001,126.07476
1553500,"LWBP1",8153799,14.0,18.0,23.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=lwbp1",70505.32,109437.73,168622.18,239027.0,1974.1489600000002,3064.25644,4721.42104,6692.756
6327500,"GLNM8",21876099,51.5,53.5,60.0,65.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=glnm8",69733.79,91085.49,"","",1952.54612,2550.39372,"",""
8190000,"UVAT2",7872253,7.0,10.0,14.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=uvat2",4646.62,11316.35,24837.28,78036.08,130.10536,316.8578,695.44384,2185.01024
8062500,"RSRT2",1262531,20.0,31.0,36.0,38.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=rsrt2",13312.75,27799.05,41230.15,51164.2,372.757,778.3734,1154.4442000000001,1432.5976
6036650,"TFKM8",4320140,7.0,8.0,8.5,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=tfkm8",7975.15,11681.55,13992.09,16222.15,223.30419999999998,327.0834,391.77852,454.2202
9486520,"SCTA3",15890430,14.0,15.5,17.0,18.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=scta3",8058.44,11822.95,17656.88,26038.56,225.63631999999998,331.04260000000005,494.39264000000003,729.07968
6821500,"HAIN1",11721499,11.0,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gld&gage=hain1","","","","","","","",""
2335000,"NCRG1",2048087,10.0,12.0,16.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ncrg1",8829.63,11400.0,17300.0,"",247.22964,319.2,484.40000000000003,""
2024000,"BVSV2",8540133,13.0,17.0,19.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=bvsv2",20616.43,34184.06,42070.31,50666.27,577.26004,957.15368,1177.96868,1418.65556
9050100,"TCFC2",1312885,4.8,5.0,6.5,7.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=tcfc2",1444.88,1653.91,"","",40.45664000000001,46.30948,"",""
7169500,"FRNK1",21514004,15.0,17.0,27.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=frnk1",7557.12,9175.29,17517.47,45970.93,211.59936,256.90812000000005,490.48916,1287.18604
6893390,"ICLK1",4392783,17.0,20.0,24.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=iclk1",3532.48,6517.38,13060.77,19578.93,98.90944,182.48664,365.70156000000003,548.21004
4071765,"OCTW3",6810626,7.0,9.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=octw3",2115.02,3758.21,6847.69,9280.12,59.22056,105.22988000000001,191.73532,259.84336
5490500,"KEQI4",4998271,21.0,22.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=keqi4",44580.67,50243.1,68559.9,81809.55,1248.25876,1406.8068,1919.6771999999999,2290.6674000000003
6921720,"BLRM7",2328561,15.0,20.0,23.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=blrm7",270.42,3385.73,6792.4,"",7.57176,94.80044000000001,190.1872,""
12363000,"CFMM8",947010306,12.5,13.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=cfmm8",40793.0,44087.91,84942.45,128378.71,1142.204,1234.4614800000002,2378.3885999999998,3594.60388
7290000,"BOVM6",938060125,27.0,28.0,38.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=bovm6",10000.0,10600.0,29411.17,67894.84,280.0,296.8,823.51276,1901.05552
6610000,"OMHN1",17219468,25.0,29.0,32.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=omhn1",75234.42,99610.29,134059.78,373754.54,2106.56376,2789.08812,3753.67384,10465.12712
2351890,"MCKG1",6460241,11.0,13.0,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mckg1",1700.0,4290.64,7959.97,12698.62,47.6,120.13792000000001,222.87916,355.56136000000004
7328100,"ALXO2",19958172,24.0,28.0,29.0,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=alxo2",30971.21,42714.89,46279.15,"",867.19388,1196.01692,1295.8162,""
8110800,"NGET2",5577121,12.0,15.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=nget2",1061.63,2442.7,12996.33,26560.6,29.725640000000002,68.3956,363.89724,743.6967999999999
1631000,"FROV2",5907079,8.0,12.0,14.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=frov2",12988.54,26218.03,33817.81,50119.13,363.67912,734.10484,946.8986799999999,1403.33564
3280000,"JKNK2",454154,23.0,29.0,31.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=jknk2",18664.89,25194.69,28119.91,43500.0,522.61692,705.45132,787.35748,1218.0
5379500,"DDGW3",2733550,7.0,9.0,11.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=ddgw3",919.51,1677.72,3539.41,5707.4,25.74628,46.97616,99.10348,159.8072
2336360,"NCKG1",2047911,9.0,11.0,12.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nckg1",1810.21,2535.1,2931.9,3350.59,50.685880000000004,70.9828,82.09320000000001,93.81652000000001
8208000,"WTTT2",10828654,20.0,20.0,24.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=wttt2",2702.57,2702.57,4953.6,6865.3,75.67196000000001,75.67196000000001,138.70080000000002,192.22840000000002
23177483,"VDSG1",2066534,131.0,135.0,142.0,145.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=vdsg1","","","","","","","",""
6869950,"SLNK1",18869658,22.0,24.0,26.0,27.4," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=slnk1",3116.53,4169.17,6321.87,21589.31,87.26284000000001,116.73676,177.01236,604.5006800000001
4144500,"OWOM4",13029183,6.0,7.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=owom4",1875.63,2618.63,4324.46,5310.41,52.51764000000001,73.32164,121.08488,148.69148
7152000,"BLKO2",20988263,26.0,29.0,30.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=blko2",15600.0,21200.0,24110.79,32283.44,436.8,593.6,675.10212,903.93632
11290000,"MDSC1",2823972,50.5,55.0,66.0,67.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=mdsc1",7021.77,10764.72,35331.84,39377.88,196.60956000000002,301.41216,989.2915199999999,1102.58064
2492343,"CREM6",15707813,12.0,15.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=crem6",927.82,1740.0,3472.63,8363.89,25.97896,48.72,97.23364000000001,234.18892
6927000,"WPHM7",5984765,8.0,10.0,15.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=wphm7",3932.35,5388.53,12162.33,24212.81,110.1058,150.87884,340.54524,677.9586800000001
3270500,"DTNO1",3883698,29.5,41.0,44.0,48.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=dtno1",12490.44,"","","",349.73232,"","",""
2202500,"EDEG1",9944828,10.0,11.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=edeg1",3912.62,5028.0,13866.26,23831.57,109.55336,140.784,388.25528,667.28396
3237020,"PKTO1",3488041,17.0,20.0,24.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=pkto1",29510.14,36957.13,50717.93,"",826.28392,1034.79964,1420.10204,""
8211000,"MTBT2",3170312,16.0,25.0,26.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=mtbt2",3034.57,6095.66,6754.73,9198.29,84.96796,170.67848,189.13244,257.55212
6479010,"VERS2",16016298,18.0,21.0,22.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=vers2",4832.54,6540.33,7174.07,17700.0,135.31112,183.12924,200.87395999999998,495.6
8334000,"RIPN5",17795246,14.0,14.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=ripn5","","","","","","","",""
8164600,"NGCT2",9349285,10.0,20.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=ngct2",272.11,2940.95,4264.3,5894.26,7.61908,82.3466,119.4004,165.03928000000002
9081600,"RCYC2",1326465,4.5,5.0,5.5,6.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=rcyc2",2481.76,3134.8,"","",69.48928000000001,87.7744,"",""
11532500,"CREC1",22226812,25.0,29.0,34.0,37.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=crec1",71144.44,100170.49,"","",1992.0443200000002,2804.77372,"",""
6790500,"SPUN1",17324499,6.0,7.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=spun1",12794.9,20370.2,"","",358.2572,570.3656000000001,"",""
1568000,"SMDP1",4710668,5.0,9.0,11.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=smdp1",2210.39,7542.77,11306.11,22717.97,61.89092,211.19756,316.57108,636.10316
7076750,"GEOA4",14320639,20.5,21.0,24.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=geoa4",55695.45,59586.97,87453.86,138807.67,1559.4726,1668.43516,2448.70808,3886.6147600000004
13233300,"VALO3",24143926,19.5,19.5,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=valo3",4031.05,4031.05,5456.59,7818.81,112.86940000000001,112.86940000000001,152.78452000000001,218.92668
3231500,"CHCO1",3486865,14.0,16.0,22.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=chco1",34488.51,43245.34,73618.86,"",965.6782800000001,1210.86952,2061.32808,""
12304500,"TRYM8",22900496,7.5,8.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=trym8",5690.5,7096.02,10448.17,14553.69,159.334,198.68856000000002,292.54876,407.50332000000003
6803000,"ROCN1",17405877,14.0,19.0,21.5,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=rocn1",1521.19,3363.93,10500.0,"",42.593320000000006,94.19004,294.0,""
8276300,"TBCN5",17864480,10.5,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=tbcn5","","","","","","","",""
3234000,"BVLO1",5233256,9.0,12.0,15.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=bvlo1",6225.32,12539.78,21177.51,39286.26,174.30895999999998,351.11384000000004,592.97028,1100.01528
2327500,"TMLG1",2952892,9.0,15.0,20.0,29.1," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=tmlg1",923.15,4511.88,18313.95,"",25.8482,126.33264000000001,512.7906,""
5520500,"MOMI2",13438215,4.5,5.0,6.5,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=momi2",6767.0,7733.41,10782.93,16285.47,189.476,216.53548,301.92204000000004,455.99316
7013000,"SEEM7",5059231,10.0,12.0,20.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=seem7",7673.02,10659.49,28814.24,45168.68,214.84456000000003,298.46572,806.7987200000001,1264.72304
6862850,"SCSK1",18911409,10.0,11.0,14.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=scsk1",2200.0,2902.14,"","",61.6,81.25992,"",""
7239700,"YUKO2",391680,11.0,14.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=yuko2",3494.34,6413.22,15087.52,26211.16,97.84152,179.57016000000002,422.45056,733.91248
9047500,"SKEC2",1314289,3.3,3.8,4.5,5.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=skec2",1114.09,"","","",31.194519999999997,"","",""
14046500,"SERO3",23686204,10.0,11.5,12.5,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=sero3",12000.0,17534.64,21155.2,30035.32,336.0,490.96992,592.3456,840.98896
11458000,"APCC1",1669113,22.0,25.0,26.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=apcc1",10435.77,15600.0,17965.22,23420.0,292.20156000000003,436.8,503.02616000000006,655.76
6447450,"WHRS2",16076140,12.0,14.0,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=whrs2",8065.92,12656.67,"","",225.84576,354.38676,"",""
14301000,"FSSO3",23871899,13.0,15.0,20.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=fsso3",16781.88,21813.73,36115.46,49121.15,469.89264000000003,610.78444,1011.23288,1375.3922
9468500,"SNCA3",21294881,10.0,11.0,12.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=snca3",7687.94,10851.13,14769.13,19519.28,215.26232,303.83164,413.53564,546.53984
7158000,"WANO2",21047070,8.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=wano2",2925.11,2925.11,12820.98,30575.62,81.90308,81.90308,358.98744,856.11736
9166500,"DOLC2",18385551,7.0,8.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=dolc2",5054.57,"","","",141.52796,"","",""
1076500,"PLMN3",6731463,10.0,13.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=plmn3",13330.0,18777.85,28854.98,35416.24,373.24,525.7798,807.93944,991.65472
3200500,"TORW2",6928060,20.0,25.0,27.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=torw2",16100.0,25100.0,28700.0,39000.0,450.8,702.8000000000001,803.6,1092.0
5476750,"HBTI4",6588281,7.0,10.0,13.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=hbti4",2707.6,7106.78,13194.39,15576.26,75.8128,198.98984,369.44292,436.13528
6799100,"PRCN1",17274026,10.0,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=prcn1",1249.04,1614.73,2074.72,2566.75,34.97312,45.21244,58.09215999999999,71.869
3270000,"MRDO1",3986398,15.0,25.0,32.0,52.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=mrdo1",7816.52,"","","",218.86256000000003,"","",""
3544970,"HWEG1",19679561,8.0,10.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hweg1",1628.45,2444.03,3309.22,"",45.5966,68.43284000000001,92.65816,""
1598500,"LUKM2",14364980,9.0,10.5,12.5,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=lukm2",11988.52,16179.02,22206.84,30910.09,335.67856,453.01256,621.79152,865.48252
6795500,"CLBN1",17421926,18.0,20.0,21.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=clbn1",2530.08,3819.89,4796.85,5966.16,70.84224,106.95692,134.3118,167.05248
1135500,"PASV1",4572379,12.0,14.0,15.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=pasv1",7480.0,9279.1,10200.0,13858.08,209.44,259.8148,285.6,388.02624000000003
